Asteroid designations ( Number, Name, Temporary designation): 22099, -,  K00EA6X, 1994 BX4, J94B04X
Observation was done on (UT) (format YYYY-MM-DD-hh): 2015 - 03 - 11 - 04:35
Observation was made by : O. Vaduvescu, F. Lopez E-mail; ovidiu.vaduvescu@gmail.com
At observatory with UAI code: 950
Obsv. comments: If this spectrum is usefull for you please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished;Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 22099vshd98562.txt
Wavelength[um]	Reflectance	sigma(optional)
0.6399000 1.06970 0.01315
0.6415000 1.12191 0.01247
0.6432000 1.09716 0.01185
0.6448000 1.08620 0.01205
0.6464000 1.09425 0.01310
0.6481000 1.08248 0.01286
0.6497000 1.08419 0.01471
0.6513000 1.11617 0.01328
0.6530000 1.11175 0.01370
0.6546000 1.06980 0.03708
0.6563000 1.09384 0.06046
0.6579000 1.11768 0.01262
0.6595000 1.11285 0.01246
0.6612000 1.10260 0.01284
0.6628000 1.11979 0.01312
0.6645000 1.07282 0.01281
0.6661000 1.14273 0.01331
0.6678000 1.08389 0.01261
0.6694000 1.10119 0.01242
0.6710000 1.07725 0.01304
0.6727000 1.14746 0.01241
0.6743000 1.12543 0.01233
0.6760000 1.10642 0.01226
0.6776000 1.08057 0.01338
0.6792000 1.13207 0.01192
0.6809000 1.14142 0.01192
0.6825000 1.12332 0.01432
0.6842000 1.16083 0.01418
0.6858000 1.10682 0.01551
0.6875000 1.12472 0.01667
0.6891000 1.14082 0.01473
0.6907000 1.14132 0.01453
0.6924000 1.08037 0.01510
0.6940000 1.09747 0.01495
0.6957000 1.10923 0.01457
0.6973000 1.14906 0.01396
0.6989000 1.14886 0.01323
0.7006000 1.13378 0.01368
0.7022000 1.14293 0.01413
0.7039000 1.19584 0.01457
0.7055000 1.13941 0.01408
0.7072000 1.16697 0.01228
0.7088000 1.14323 0.01371
0.7105000 1.11889 0.01390
0.7121000 1.11547 0.01470
0.7137000 1.14303 0.01441
0.7154000 1.14474 0.01386
0.7170000 1.11919 0.01509
0.7187000 1.10722 0.01404
0.7203000 1.14001 0.01465
0.7220000 1.14544 0.01381
0.7236000 1.09364 0.02007
0.7252000 1.11446 0.01882
0.7269000 1.12905 0.01911
0.7285000 1.11004 0.01904
0.7302000 1.14373 0.01677
0.7318000 1.07081 0.01930
0.7335000 1.11879 0.02108
0.7351000 1.13508 0.01791
0.7368000 1.09133 0.01985
0.7384000 1.09777 0.01555
0.7401000 1.17180 0.02163
0.7417000 1.12412 0.01532
0.7433000 1.13981 0.01711
0.7450000 1.13368 0.01566
0.7466000 1.16536 0.01713
0.7483000 1.12140 0.01736
0.7499000 1.17230 0.01581
0.7516000 1.12553 0.01715
0.7532000 1.14564 0.01759
0.7549000 1.08469 0.01612
0.7565000 1.13931 0.01714
0.7582000 1.15731 0.01835
0.7598000 1.08107 0.03464
0.7615000 1.11406 0.02907
0.7631000 1.06286 0.02746
0.7647000 1.07021 0.02143
0.7664000 1.17009 0.02006
0.7680000 1.18286 0.01708
0.7697000 1.11658 0.01804
0.7713000 1.15440 0.02793
0.7730000 1.09173 0.01995
0.7746000 1.15862 0.02531
0.7763000 1.12110 0.02368
0.7779000 1.10943 0.02222
0.7796000 1.09726 0.02442
0.7812000 1.12553 0.02460
0.7829000 1.16164 0.02443
0.7845000 1.16868 0.02612
0.7862000 1.13619 0.02918
0.7878000 1.09384 0.02601
0.7895000 1.10229 0.02326
0.7911000 1.05633 0.02952
0.7928000 1.07061 0.02702
0.7944000 1.10461 0.02175
0.7961000 1.08640 0.02434
0.7977000 1.02142 0.02753
0.7994000 1.08177 0.02833
0.8010000 1.09958 0.02212
0.8027000 1.10410 0.02749
0.8043000 1.08157 0.01999
0.8060000 1.04124 0.02435
0.8076000 1.07272 0.02336
0.8093000 1.06437 0.02237
0.8109000 1.11990 0.02386
0.8126000 1.08037 0.02535
0.8142000 1.04315 0.02684
0.8159000 1.04325 0.02833
0.8175000 1.06437 0.02982
0.8192000 1.11205 0.03132
0.8208000 1.07493 0.03281
0.8225000 1.05180 0.03430
0.8241000 1.08670 0.03579
0.8258000 1.01127 0.03728
0.8274000 1.01207 0.03877
0.8291000 1.12523 0.04026
0.8307000 1.01811 0.03125
0.8324000 1.05371 0.03641
0.8342000 0.97606 0.04158
0.8361000 1.10451 0.03926
0.8377000 1.04748 0.03694
0.8394000 1.09133 0.03462
0.8410000 1.08429 0.03334
0.8427000 1.08027 0.03930
0.8443000 1.03832 0.03162
0.8460000 1.05130 0.03568
0.8476000 1.04597 0.02737
0.8493000 1.01790 0.03038
0.8509000 1.04225 0.02984
0.8526000 0.92577 0.02240
0.8543000 1.04828 0.03482
0.8559000 0.94669 0.02478
0.8576000 1.00382 0.02099
0.8592000 1.00513 0.02498
0.8609000 0.99960 0.02752
0.8625000 0.92929 0.04386
0.8642000 0.99648 0.03904
0.8658000 0.98109 0.04630
0.8675000 0.95403 0.04076
0.8691000 0.92919 0.03024
0.8708000 0.94438 0.02461
0.8724000 1.00262 0.02346
0.8741000 0.94367 0.02355
0.8757000 0.97516 0.04167
0.8774000 0.94709 0.05104
0.8791000 0.92798 0.03583
0.8807000 0.98833 0.02406
0.8824000 1.01096 0.04935
0.8840000 0.90445 0.04735
0.8857000 0.94025 0.03016
0.8873000 0.96379 0.03901
0.8893000 0.87105 0.04367
0.8911000 1.00473 0.04258
0.8927000 0.90817 0.04700
0.8944000 0.96178 0.03556
0.8960000 0.95675 0.05105
0.8977000 0.86049 0.02718
0.8993000 0.92999 0.04264
0.9010000 0.95202 0.03937
0.9026000 1.01036 0.02708
0.9043000 0.92587 0.03531
0.9060000 0.90978 0.03268
0.9076000 0.92838 0.02727
0.9093000 0.96168 0.03478
0.9109000 0.94619 0.02900
0.9126000 0.94830 0.02472
0.9142000 0.88594 0.02508
0.9159000 0.91108 0.03139
0.9175000 0.94367 0.03770
0.9192000 0.93231 0.04401
