Asteroid designations ( Number, Name, Temporary designation): -, -, K07RE7T
Observation was done on (UT) (format YYYY-MM-DD-hh): 2014 - 12 - 30 - 00:48
Observation was made by : O. Vaduvescu, F. Stevance E-mail; ovidiu.vaduvescu@gmail.com
At observatory with UAI code: 950
Obsv. comments: If this spectrum is usefull for you please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished;Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: nea410195vshd19061.txt
Wavelength[um]	Reflectance	sigma(optional)
0.8175000 0.96233 0.02271
0.8192000 1.00686 0.02221
0.8209000 0.89424 0.02250
0.8225000 0.93799 0.02412
0.8242000 0.97643 0.02130
0.8258000 0.96938 0.02164
0.8275000 1.00299 0.02639
0.8291000 1.01082 0.03165
0.8308000 0.91327 0.02661
0.8324000 0.94002 0.02282
0.8341000 0.94736 0.02641
0.8357000 0.91288 0.03000
0.8374000 0.95007 0.02493
0.8390000 0.91964 0.02713
0.8407000 0.89173 0.02868
0.8423000 0.95625 0.03042
0.8440000 0.92727 0.02840
0.8457000 0.93886 0.02645
0.8473000 0.88333 0.02599
0.8490000 0.85957 0.02418
0.8506000 0.90352 0.02770
0.8523000 0.83485 0.02731
0.8539000 0.90873 0.02691
0.8556000 0.93008 0.02319
0.8572000 0.88333 0.02214
0.8589000 0.90506 0.02348
0.8605000 0.94910 0.02288
0.8622000 0.88082 0.02578
0.8639000 0.88980 0.02586
0.8655000 0.84760 0.02843
0.8672000 0.89830 0.02933
0.8688000 0.90226 0.02428
0.8705000 0.91984 0.02366
0.8721000 0.84528 0.02334
0.8738000 0.84383 0.02315
0.8755000 0.86112 0.02821
0.8771000 0.84180 0.03817
0.8788000 0.85078 0.03147
0.8804000 0.88980 0.02304
0.8821000 0.91076 0.03535
0.8837000 0.89946 0.04182
0.8854000 0.82490 0.02607
0.8871000 0.85484 0.02909
0.8887000 0.79322 0.03825
0.8904000 0.85851 0.02966
0.8920000 0.81534 0.04051
0.8937000 0.88401 0.02873
0.8953000 0.88884 0.03664
0.8970000 0.86517 0.03516
0.8987000 0.85832 0.03310
0.9003000 0.87097 0.03723
0.9020000 0.83060 0.02923
0.9036000 0.87396 0.02850
0.9053000 0.90303 0.02902
0.9069000 0.84132 0.03001
0.9086000 0.85976 0.02738
0.9103000 0.91279 0.03135
0.9119000 0.88410 0.02848
0.9136000 0.86469 0.03042
0.9152000 0.83803 0.03011
0.9169000 0.85155 0.03084
0.9186000 0.87164 0.02815
0.9202000 0.80481 0.02792
0.9219000 0.83687 0.03058
0.9235000 0.85339 0.02998
0.9252000 0.78472 0.03093
0.9269000 0.85523 0.03051
0.9285000 0.84769 0.03398
0.9302000 0.85426 0.05076
0.9322000 0.83736 0.06526
0.9339000 0.89115 0.07977
0.9356000 0.95866 0.06274
0.9377000 0.93461 0.05504
0.9397000 0.80027 0.04733
0.9414000 0.83485 0.05653
0.9435000 0.83340 0.07555
0.9451000 0.91462 0.08570
0.9468000 0.86276 0.08044
0.9485000 0.90110 0.08434
