Asteroid designations ( Number, Name, Temporary designation): 67367, -,  K00L27Y
Observation was done on (UT) (format YYYY-MM-DD-hh): 2015 - 05 - 24 - 02:37
Observation was made by : M. Popescu, R. Errmann E-mail; mpopescu@imcce.fr
At observatory with UAI code: 950
Obsv. comments: If this spectrum is usefull please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished;Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 67367vshd151928.txt
Wavelength[um]	Reflectance	sigma(optional)
0.8127000 1.29762 0.13432
0.8154000 1.17482 0.13876
0.8209000 1.39064 0.14319
0.8246000 1.31018 0.14762
0.8282000 1.14450 0.15205
0.8333000 1.42313 0.12058
0.8358000 1.04402 0.19636
0.8383000 1.39624 0.13918
0.8407000 1.38337 0.16406
0.8434000 1.33105 0.17064
0.8462000 1.35555 0.15839
0.8482000 1.29451 0.14822
0.8503000 1.06997 0.15251
0.8540000 1.10381 0.14886
0.8580000 1.42687 0.12814
0.8661000 1.08803 0.21789
0.8699000 1.24437 0.14459
0.8724000 1.29399 0.12817
0.8766000 1.01183 0.19839
0.8812000 1.32368 0.15660
0.8857000 1.14263 0.23061
0.8900000 1.26648 0.20508
0.9013000 1.28568 0.19729
0.9061000 1.35088 0.17477
0.9107000 1.40330 0.16318
0.9141000 1.31610 0.14880
0.9176000 1.25901 0.16398
0.9214000 1.22060 0.15315
0.9243000 1.40008 0.16414
0.9295000 1.14129 0.23327
0.9387000 1.28921 0.35615
