Asteroid designations ( Number, Name, Temporary designation): 99248, -,  K01K66Y
Observation was done on (UT) (format YYYY-MM-DD-hh): 2014 - 12 - 30 - 02:17
Observation was made by : O. Vaduvescu, F. Stevance E-mail; ovidiu.vaduvescu@gmail.com
At observatory with UAI code: 950
Obsv. comments: If this spectrum is usefull for you please contact: ovidiu.vaduvescu@gmail.com; mpopescu@imcce.fr
The spectrum was published in the article: Unpublished;Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 99248vshd256516.txt
Wavelength[um]	Reflectance	sigma(optional)
0.6784000 1.16382 0.00804
0.6800000 1.18928 0.00785
0.6817000 1.15314 0.00828
0.6833000 1.14156 0.01010
0.6849000 1.16851 0.00862
0.6866000 1.18229 0.01077
0.6882000 1.18848 0.00937
0.6899000 1.19137 0.00879
0.6915000 1.17051 0.00968
0.6932000 1.17949 0.00854
0.6948000 1.19657 0.00962
0.6964000 1.17600 0.00859
0.6981000 1.19437 0.00865
0.6997000 1.17650 0.00864
0.7014000 1.20036 0.00808
0.7030000 1.19567 0.00880
0.7047000 1.19517 0.00792
0.7063000 1.19617 0.00873
0.7080000 1.17830 0.00817
0.7096000 1.18548 0.00859
0.7112000 1.17900 0.00874
0.7129000 1.18269 0.00901
0.7145000 1.21723 0.00882
0.7162000 1.20016 0.00908
0.7178000 1.18988 0.00995
0.7195000 1.23810 0.00933
0.7211000 1.19417 0.00917
0.7228000 1.20715 0.01184
0.7245000 1.20465 0.01433
0.7265000 1.22212 0.01129
0.7281000 1.21923 0.01275
0.7297000 1.17181 0.01161
0.7314000 1.20455 0.01291
0.7330000 1.18099 0.01230
0.7347000 1.22122 0.01149
0.7363000 1.18239 0.01276
0.7380000 1.22003 0.01021
0.7396000 1.20315 0.01139
0.7413000 1.21733 0.01004
0.7435000 1.21244 0.02151
0.7458000 1.23330 0.01035
0.7475000 1.20435 0.01173
0.7495000 1.20685 0.00978
0.7511000 1.21903 0.01059
0.7528000 1.22951 0.01157
0.7544000 1.20495 0.00969
0.7561000 1.23650 0.01149
0.7577000 1.19577 0.01138
0.7597000 1.23530 0.02140
0.7625000 1.21094 0.01518
0.7643000 1.24279 0.01380
0.7660000 1.21394 0.01248
0.7676000 1.23929 0.01047
0.7693000 1.25147 0.01159
0.7709000 1.25567 0.01641
0.7727000 1.21993 0.01374
0.7746000 1.19287 0.01717
0.7763000 1.26794 0.01381
0.7779000 1.21184 0.01436
0.7796000 1.24598 0.01537
0.7812000 1.19637 0.01538
0.7832000 1.22701 0.01568
0.7854000 1.22033 0.02463
0.7870000 1.24658 0.01612
0.7888000 1.23760 0.01558
0.7907000 1.19617 0.01944
0.7928000 1.23790 0.01565
0.7945000 1.22502 0.01657
0.7965000 1.19397 0.01750
0.7981000 1.18948 0.01692
0.7998000 1.19886 0.01647
0.8014000 1.16442 0.01647
0.8031000 1.23740 0.01548
0.8047000 1.18828 0.01431
0.8064000 1.22512 0.01532
0.8081000 1.20894 0.01632
0.8106000 1.19447 0.01733
0.8151000 1.23480 0.01834
0.8167000 1.21733 0.01935
0.8185000 1.18608 0.02035
0.8204000 1.17311 0.02136
0.8221000 1.14535 0.02237
0.8237000 1.19197 0.02338
0.8254000 1.20855 0.02439
0.8271000 1.19846 0.02539
0.8287000 1.26056 0.02640
0.8304000 1.22322 0.02615
0.8320000 1.15324 0.02590
0.8337000 1.14525 0.02565
0.8356000 1.15434 0.02359
0.8374000 1.21454 0.02441
0.8390000 1.14905 0.02523
0.8407000 1.21264 0.02605
0.8423000 1.16382 0.02687
0.8443000 1.18209 0.02522
0.8461000 1.20046 0.02356
0.8481000 1.18828 0.02263
0.8500000 1.19816 0.02169
0.8519000 1.19876 0.02075
0.8535000 1.15374 0.01982
0.8552000 1.19906 0.01888
0.8568000 1.18608 0.01795
0.8585000 1.14955 0.01701
0.8601000 1.20146 0.01608
0.8618000 1.20565 0.01878
0.8634000 1.18279 0.02137
0.8651000 1.13128 0.02137
0.8669000 1.17321 0.02432
0.8688000 1.16712 0.01684
0.8705000 1.15783 0.01633
0.8721000 1.14565 0.01539
0.8738000 1.20046 0.01491
0.8755000 1.16492 0.02551
0.8778000 1.25157 0.03611
