Asteroid designations ( Number, Name, Temporary designation): 18916, -,  K00O44G, 1977 SD, J77S00D
Observation was done on (UT) (format YYYY-MM-DD-hh): 2015 - 07 - 22 - 04:25
Observation was made by : M. Popescu, I. Ordonez E-mail; mpopescu@imcce.fr
At observatory with UAI code: 950
Obsv. comments: 
The spectrum was published in the article: Unpublished;Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 18916vshd198273.txt
Wavelength[um]	Reflectance	sigma(optional)
0.5540000 1.05013 0.01557
0.5557000 1.05711 0.01554
0.5574000 0.98039 0.04630
0.5593000 1.01122 0.01683
0.5610000 1.01890 0.01644
0.5626000 1.02779 0.01487
0.5642000 1.00293 0.01581
0.5659000 1.04447 0.01502
0.5675000 1.04093 0.01616
0.5691000 1.11573 0.01680
0.5708000 1.05013 0.01515
0.5724000 1.10309 0.01477
0.5740000 1.06378 0.01476
0.5757000 1.07722 0.01563
0.5773000 1.06610 0.01535
0.5789000 1.05175 0.01571
0.5806000 1.07328 0.01551
0.5822000 1.08702 0.01464
0.5838000 1.04892 0.01412
0.5855000 1.09268 0.01611
0.5871000 1.08884 0.01601
0.5887000 1.00475 0.04748
0.5904000 1.09743 0.02216
0.5920000 1.10633 0.01670
0.5937000 1.08288 0.01543
0.5953000 1.14534 0.01580
0.5969000 1.15525 0.01526
0.5986000 1.09814 0.01483
0.6002000 1.15737 0.01549
0.6018000 1.08975 0.01571
0.6035000 1.04740 0.01448
0.6051000 1.08055 0.01519
0.6067000 1.05700 0.01452
0.6084000 1.12179 0.01488
0.6100000 1.11108 0.01516
0.6117000 1.12048 0.01521
0.6133000 1.09996 0.01490
0.6149000 1.10249 0.01469
0.6166000 1.10815 0.01630
0.6182000 1.13725 0.01379
0.6198000 1.14473 0.01479
0.6215000 1.13705 0.01454
0.6231000 1.07439 0.01723
0.6247000 1.09865 0.01623
0.6264000 1.12816 0.01638
0.6280000 1.14059 0.01588
0.6297000 1.07873 0.02300
0.6313000 1.11300 0.01560
0.6329000 1.14706 0.01520
0.6346000 1.14777 0.01529
0.6362000 1.11765 0.02992
0.6379000 1.19699 0.04456
0.6395000 1.14423 0.01496
0.6411000 1.10673 0.01461
0.6428000 1.11088 0.01528
0.6444000 1.06994 0.01500
0.6460000 1.14069 0.01639
0.6477000 1.16182 0.01526
0.6493000 1.11178 0.01651
0.6510000 1.15696 0.01574
0.6526000 1.15696 0.01563
0.6542000 1.11573 0.01634
0.6559000 1.14635 0.02034
0.6575000 1.17809 0.01555
0.6592000 1.09925 0.01538
0.6608000 1.17223 0.01507
0.6624000 1.12967 0.01451
0.6641000 1.18506 0.01431
0.6657000 1.15525 0.01467
0.6674000 1.14484 0.01514
0.6690000 1.18324 0.01547
0.6707000 1.14767 0.01473
0.6723000 1.14403 0.01513
0.6739000 1.20811 0.01391
0.6756000 1.15272 0.01423
0.6772000 1.13301 0.01456
0.6789000 1.15383 0.01605
0.6805000 1.18395 0.01755
0.6821000 1.18102 0.01905
0.6838000 1.21983 0.01708
0.6854000 1.17748 0.01843
0.6871000 1.18405 0.02052
0.6887000 1.17930 0.01874
0.6904000 1.17041 0.01727
0.6920000 1.17687 0.01761
0.6936000 1.16950 0.01827
0.6953000 1.16798 0.01836
0.6969000 1.14564 0.01739
0.6986000 1.19881 0.01704
0.7002000 1.16808 0.01684
0.7019000 1.18344 0.01601
0.7035000 1.23095 0.01714
0.7051000 1.21508 0.01696
0.7068000 1.22802 0.01678
0.7084000 1.19335 0.01710
0.7101000 1.14696 0.01661
0.7117000 1.17182 0.01695
0.7134000 1.26491 0.01662
0.7150000 1.16970 0.01765
0.7171000 1.20234 0.01827
0.7191000 1.18253 0.01911
0.7208000 1.21083 0.01770
0.7224000 1.26127 0.01983
0.7241000 1.21225 0.02724
0.7257000 1.19113 0.01991
0.7274000 1.13857 0.02929
0.7290000 1.18486 0.02206
0.7306000 1.23064 0.02522
0.7323000 1.23701 0.02383
0.7339000 1.19193 0.02463
0.7356000 1.18819 0.02260
0.7372000 1.22872 0.02181
0.7389000 1.21104 0.02139
0.7405000 1.17314 0.02112
0.7422000 1.26673 0.01908
0.7438000 1.21225 0.02000
0.7455000 1.25521 0.02054
0.7471000 1.23267 0.02242
0.7488000 1.20477 0.02010
0.7504000 1.22306 0.01980
0.7521000 1.17687 0.03354
0.7537000 1.22589 0.02733
0.7553000 1.24045 0.02111
0.7570000 1.20962 0.02335
0.7586000 1.16414 0.02811
0.7603000 1.25541 0.05732
0.7619000 1.15656 0.03452
0.7636000 1.25430 0.03299
0.7652000 1.22731 0.02567
0.7669000 1.21407 0.02242
0.7685000 1.27845 0.02297
0.7702000 1.30847 0.03013
0.7718000 1.23924 0.03230
0.7735000 1.20497 0.02817
0.7751000 1.16940 0.03435
0.7768000 1.28724 0.02695
0.7784000 1.18769 0.03170
0.7801000 1.26198 0.02895
0.7817000 1.25258 0.03515
0.7834000 1.21306 0.02664
0.7850000 1.27845 0.03772
0.7867000 1.23903 0.03264
0.7883000 1.17627 0.03233
0.7900000 1.22923 0.03090
0.7916000 1.31261 0.04010
0.7933000 1.22488 0.02989
0.7949000 1.17293 0.03059
0.7966000 1.25258 0.03339
0.7982000 1.32080 0.03452
0.7999000 1.32141 0.03256
0.8015000 1.25106 0.03475
0.8032000 1.25126 0.03094
0.8048000 1.34253 0.02851
0.8065000 1.37679 0.02929
0.8081000 1.27633 0.02682
0.8098000 1.30443 0.02882
0.8114000 1.24864 0.02925
0.8131000 1.22276 0.02861
0.8148000 1.31383 0.03122
0.8164000 1.25692 0.03104
0.8181000 1.30049 0.03577
0.8197000 1.28158 0.03560
0.8214000 1.17728 0.02892
0.8230000 1.34829 0.02902
0.8247000 1.27845 0.02912
0.8263000 1.27835 0.02900
0.8280000 1.28583 0.05003
0.8296000 1.17233 0.04627
0.8313000 1.26258 0.03417
0.8329000 1.22650 0.04063
0.8346000 1.21245 0.05567
0.8362000 1.23994 0.06439
0.8379000 1.23691 0.07311
0.8400000 1.25541 0.08183
0.8416000 1.17475 0.09054
0.8433000 1.24237 0.09926
0.8449000 1.34880 0.10798
0.8466000 1.16758 0.11670
0.8482000 1.36214 0.12542
0.8499000 1.24358 0.13414
0.8516000 1.32161 0.14286
0.8532000 1.29634 0.15158
0.8549000 1.28563 0.16030
0.8565000 1.23863 0.16902
0.8582000 1.23135 0.17774
0.8598000 1.22428 0.18646
0.8615000 1.22387 0.19518
0.8631000 1.25339 0.20390
0.8648000 1.28593 0.21262
0.8665000 1.15484 0.22134
0.8681000 1.30564 0.21886
0.8698000 1.28098 0.21638
0.8714000 1.30402 0.21390
0.8731000 1.28381 0.21141
0.8747000 1.29290 0.20893
0.8764000 1.30503 0.20645
0.8784000 1.33657 0.20397
0.8801000 1.19759 0.20149
0.8818000 1.28189 0.19901
0.8834000 1.40600 0.19653
0.8851000 1.30625 0.19405
0.8868000 1.26036 0.19157
0.8884000 1.30655 0.18909
0.8901000 1.38781 0.19221
0.8917000 1.38710 0.19533
0.8934000 1.34769 0.19845
0.8950000 1.36244 0.20157
0.8967000 1.30109 0.20470
0.8984000 1.44380 0.20782
