Asteroid designations ( Number, Name, Temporary designation): 112985, -,  K02R28S
Observation was done on (UT) (format YYYY-MM-DD-hh): 2015 - 05 - 27 - 02:45
Observation was made by : M. Popescu, I. Ordonez E-mail; mpopescu@imcce.fr
At observatory with UAI code: 950
Obsv. comments: 
The spectrum was published in the article: Unpublished;Contact:mpopescu@imcce.fr
The normalization of this spectrum was made for the wavelength: 0.550 microns.
Original name of the file was: 112985vshd142011.txt
Wavelength[um]	Reflectance	sigma(optional)
0.6720000 1.10837 0.01123
0.6736000 1.09996 0.01125
0.6752000 1.07352 0.01102
0.6769000 1.08874 0.01160
0.6785000 1.07913 0.01150
0.6802000 1.09075 0.01212
0.6818000 1.11639 0.01251
0.6834000 1.09105 0.01423
0.6851000 1.07662 0.01236
0.6867000 1.05058 0.01608
0.6884000 1.09105 0.01334
0.6900000 1.09846 0.01400
0.6916000 1.11308 0.01480
0.6933000 1.10837 0.01369
0.6949000 1.09325 0.01439
0.6966000 1.10417 0.01272
0.6982000 1.10847 0.01311
0.6998000 1.10457 0.01198
0.7015000 1.12570 0.01327
0.7031000 1.10777 0.01259
0.7048000 1.09014 0.01286
0.7064000 1.07802 0.01251
0.7081000 1.09826 0.01268
0.7097000 1.09665 0.01271
0.7113000 1.11198 0.01296
0.7130000 1.11388 0.01276
0.7146000 1.09886 0.01389
0.7163000 1.09836 0.01435
0.7179000 1.05018 0.01366
0.7196000 1.10767 0.01360
0.7212000 1.09876 0.01411
0.7228000 1.09796 0.01656
0.7245000 1.08243 0.02064
0.7261000 1.09435 0.01545
0.7278000 1.06931 0.02115
0.7294000 1.10517 0.01752
0.7311000 1.10236 0.01902
0.7327000 1.05990 0.01790
0.7344000 1.09836 0.01869
0.7360000 1.09415 0.01910
0.7376000 1.07722 0.01695
0.7393000 1.09555 0.01744
0.7409000 1.09425 0.01596
0.7426000 1.12039 0.01579
0.7442000 1.13712 0.01564
0.7459000 1.12200 0.01619
0.7475000 1.06460 0.01679
0.7492000 1.12019 0.01573
0.7508000 1.08173 0.01636
0.7525000 1.07983 0.01945
0.7541000 1.08924 0.01567
0.7557000 1.09315 0.01687
0.7574000 1.10246 0.01817
0.7590000 0.98207 0.02148
0.7609000 0.97947 0.03955
0.7627000 1.05489 0.03042
0.7644000 1.15845 0.02698
0.7660000 1.13862 0.02193
0.7677000 1.12119 0.01766
0.7693000 1.11448 0.01799
0.7710000 1.13972 0.02847
0.7726000 1.10126 0.02218
0.7743000 1.08113 0.02556
0.7759000 1.09415 0.02419
0.7776000 1.13281 0.02241
0.7792000 1.07422 0.02563
0.7809000 1.10437 0.02362
0.7825000 1.10938 0.02447
0.7842000 1.14413 0.02354
0.7858000 1.11208 0.02813
0.7875000 1.09585 0.02447
0.7891000 1.09846 0.02533
0.7908000 1.10677 0.02999
0.7924000 1.11869 0.02880
0.7941000 1.11218 0.02400
0.7957000 1.05098 0.02590
0.7974000 1.10357 0.02636
0.7990000 1.06070 0.02487
0.8007000 1.08884 0.02339
0.8023000 1.07823 0.02864
0.8040000 1.13822 0.02316
0.8056000 1.11268 0.02493
0.8073000 1.11048 0.02234
0.8089000 1.11919 0.02274
0.8106000 1.14032 0.02286
0.8122000 1.08504 0.02278
0.8139000 1.07682 0.02337
0.8155000 1.15395 0.02354
0.8172000 1.16486 0.02443
0.8188000 1.15395 0.02488
0.8205000 1.15635 0.02441
0.8221000 1.17798 0.02442
0.8238000 1.14533 0.02531
0.8254000 1.15345 0.02512
0.8271000 1.15164 0.02679
0.8287000 1.13111 0.03905
0.8304000 1.10347 0.03375
0.8320000 1.10256 0.02578
0.8337000 1.20653 0.03969
0.8353000 1.08994 0.04250
0.8370000 1.15755 0.02794
0.8386000 1.11569 0.03345
0.8403000 1.14012 0.03965
0.8419000 1.02835 0.03600
0.8436000 1.06300 0.03960
0.8453000 1.04287 0.03309
0.8469000 1.09696 0.03558
0.8486000 1.08524 0.02804
0.8502000 1.04647 0.03346
0.8519000 1.12230 0.02641
0.8535000 1.03456 0.02902
0.8552000 1.19231 0.03304
0.8568000 1.14553 0.02647
0.8585000 1.08223 0.02670
0.8601000 1.09075 0.02842
0.8618000 1.10176 0.03834
0.8635000 1.12520 0.04479
0.8651000 1.07161 0.04367
0.8668000 1.14063 0.05586
0.8684000 1.15014 0.03588
0.8701000 1.06060 0.02942
0.8717000 1.06611 0.02934
0.8734000 1.15304 0.02861
0.8750000 1.09565 0.03199
0.8767000 1.05950 0.05168
0.8784000 1.08213 0.04620
0.8800000 1.08544 0.03126
0.8817000 1.16677 0.03766
0.8833000 1.03335 0.05786
0.8850000 1.06891 0.03596
0.8866000 1.10777 0.03784
0.8883000 0.99419 0.04819
0.8899000 1.10186 0.04218
0.8916000 1.07542 0.05114
0.8933000 1.12800 0.04332
0.8949000 1.06631 0.04396
0.8966000 1.06791 0.04668
0.8982000 1.09014 0.03484
